,text,x,y,size,context,quote
151,Jouy-le-Vicomte,-0.31845844,9.579324,6.449489742783178,"libraire, risquasse, maître, vicomte, jouy","voulait me donner, elle était retournée elle-même à
Jouy-le-Vicomte chez le libraire pour que je ne risquasse pas de"
152,George Sand,-1.7870411,5.381299,7.3166247903554,"champi, champêtres, romans, george, sand","s’était
rabattue sur les quatre romans champêtres de George Sand. « Ma fille, disait-elle
à"
153,Cathédrale de Chartres,-3.7998757,5.1923265,5.0,"chartres, cathédrale, photographies, cloud, vésuve","art : au lieu de photographies de la
Cathédrale de Chartres, des Grandes Eaux de Saint-Cloud, du Vésuve,"
154,Grandes Eaux de Saint-Cloud,-3.800848,5.1850486,5.414213562373095,"eaux, chartres, cathédrale, cloud, vésuve","de photographies de la
Cathédrale de Chartres, des Grandes Eaux de Saint-Cloud, du Vésuve, elle se
renseignait auprès de"
155,Vésuve,-3.8383064,5.1689773,5.732050807568877,"ensevelirent, menacées, asphyxiants, sort, vésuve","de Chartres, des Grandes Eaux de Saint-Cloud, du Vésuve, elle se
renseignait auprès de Swann si quelque"
156,"Cathédrale de
Chartres",-3.8123448,5.166101,5.0,"photographies, cloud, hubert, représentés, corot","représentés, et préférait me donner des photographies de la Cathédrale de
Chartres par Corot, des Grandes Eaux de Saint-Cloud par Hubert"
157,Hubert Robert,-3.725011,5.1100774,6.23606797749979,"clairière, eau, jet, robert, hubert","Chartres par Corot, des Grandes Eaux de Saint-Cloud par Hubert Robert, du
Vésuve par Turner, ce qui faisait"
158,Turner,-3.7951863,5.1510043,6.23606797749979,"doges, partiellement, diligence, fraternel, turner","de Saint-Cloud par Hubert Robert, du
Vésuve par Turner, ce qui faisait un degré d’art de plus"
159,Cène de Léonard,-0.65004265,6.4774976,5.0,"gravure, cène, léonard, dégradation, morghen","le voir
aujourd’hui (comme la gravure de la Cène de Léonard avant sa dégradation,
par Morghen). Il"
160,Morghen,-1.7410607,7.2687697,5.0,"résultats, cène, léonard, dégradation, morghen","la Cène de Léonard avant sa dégradation,
par Morghen). Il faut dire que les résultats de cette"
161,Titien,-5.1653805,8.010577,6.82842712474619,"lagune, anciennement, contemporaines, aller, titien","je pris de
Venise d’après un dessin du Titien qui est censé avoir pour fond la lagune, était"
162,François le Champi,-1.7856877,5.34751,6.645751311064591,"indéfinissable, maman, george, françois, champi","du romancier. Cela me disposait déjà à imaginer dans François le Champi
quelque chose d’indéfinissable et de délicieux. Les"
163,"– à
moi",-1.1476912,10.273834,5.0,"livre, romans, paraissaient, communs, considérais","pour communs à beaucoup de romans, me paraissaient simplement – à
moi qui considérais un livre nouveau non comme une chose ayant"
164,"François le
Champi",-1.6692086,5.315468,5.414213562373095,"troublante, émanation, journaliers, françois, champi"," – une émanation troublante de l’essence particulière à François le
Champi. Sous ces événements si journaliers, ces choses si"
165,susse,-3.0781975,8.940666,5.414213562373095,"vive, crût, doutait, empourprée, susse","l’enfant, qui le portait
sans que je susse pourquoi, sa couleur vive, empourprée et charmante."
166,"Mes remords étaient calmés, je me laissais aller",-3.1679294,6.734284,5.0,"continue, remords, sentimentale, laissais, calmés","une sorte de vie
sentimentale et continue.
Mes remords étaient calmés, je me laissais aller à la
douceur de cette nuit où j’avais"
167,Bengale,-4.918737,9.62889,5.414213562373095,"feux, embrasement, sectionnent, minute, bengale","à ceux que l’embrasement
d’un feu de Bengale ou quelque projection électrique éclairent et sectionnent
dans un"
168,"pyramide
irrégulière ",-4.1597548,7.075967,5.0,"constituait, étroit, irrégulière, pyramide, tronc","constituait à lui seul le tronc fort étroit de cette pyramide
irrégulière ; et, au faîte, ma chambre à coucher"
169,"Combray
",-4.726098,7.0297794,6.0,"eût, interrogé, consultée, désapprouvée, combray","j’aurais pu répondre à qui m’eût interrogé que Combray
comprenait encore autre chose et existait à d’autres heures"
170,"Délivrées
",-1.653728,6.3564425,5.0,"brisé, vaincu, reviennent, délivrées, reconnues","nous les avons reconnues, l’enchantement est brisé. Délivrées
par nous, elles ont vaincu la mort et reviennent"
171,Petites Madeleines,-3.767038,6.2184496,5.0,"courts, rainurée, moulés, dodus, madeleines","chercher un de
ces gâteaux courts et dodus appelés Petites Madeleines qui semblent avoir été
moulés dans la valve rainurée"
172,Saint-Jacques,-4.3293443,5.492187,5.0,"valve, accablé, moulés, machinalement, rainurée","
moulés dans la valve rainurée d’une coquille de Saint-Jacques. Et bientôt, machinalement,
accablé par la"
173,Chercher ?,-2.9969947,10.178658,5.0,"seulement, chercher, sera, créer, bagage","tout son
bagage ne lui sera de rien. Chercher ? pas seulement : créer. Il est
en"
174,madeleine,-3.0587096,5.753862,5.414213562373095,"contenir, logiquement, goût, joie, madeleine","Ce goût c’était
celui du petit morceau de madeleine que le dimanche matin à Combray (parce que
"
175,Léonie,-4.581479,8.778899,9.916079783099615,"racontait, françoise, ma, tante, léonie","lui
dire bonjour dans sa chambre, ma tante Léonie m’offrait après l’avoir trempé
dans son infusion"
176,petite madeleine,-3.4751258,5.4259267,5.0,"vue, madeleine, thé, rappelé, tilleul","de thé ou de tilleul. La vue de la petite madeleine ne m’avait
rien rappelé avant que je n’"
177,– ,-4.7730055,8.727361,11.745966692414834,"effroi, artiste, retrouvai, humain, lueur","survivait, tout s’était désagrégé ; les formes – et celle
aussi du petit coquillage de pâtisserie,"
178,"madeleine
trempé",-3.0885408,5.720587,5.0,"morceau, reconnu, madeleine, trempé, tilleul","dès que j’eus reconnu le goût du morceau de madeleine
trempé dans le tilleul que me donnait ma tante (quoique"
179,Place,-3.8035734,5.45758,6.0,"étendard, lavallière, enchaînée, pois, place","jusqu’au soir et par tous les temps, la Place où on m’envoyait avant
déjeuner, les rues"
180,Japonais,-1.6105359,5.3691387,6.82842712474619,"byzance, bol, russes, disent, japonais","était beau. Et comme dans ce jeu où les Japonais s’amusent à tremper
dans un bol de porcelaine"
181,parc de M. Swann,-3.8168223,6.4227304,5.732050807568877,"pelotons, violets, blanche, barrière, parc","toutes les fleurs de notre
jardin et celles du parc de M. Swann, et les nymphéas de la Vivonne, et
"
182,Vivonne,-4.3201804,6.4973183,9.099019513592784,"bords, bord, cours, nymphéas, vivonne","de M. Swann, et les nymphéas de la Vivonne, et
les bonnes gens du village et leurs"
183,Combray IIII,0.97520363,2.1329298,5.0,"ennuyeuse, ennuyer, ennuyassent, ennuyée, σεαυτóν",
184,Pâques,-4.978839,7.3081226,8.358898943540673,"venise, florence, auvergne, vacances, pâques","
fer quand nous y arrivions la dernière semaine avant Pâques, ce n’était qu’une
église résumant la"
185,"mante
sombre",-3.1794248,6.1724463,5.0,"tenant, approchait, champ, mante, serrés","quand on approchait, tenant serrés autour de sa haute mante
sombre, en plein champ, contre le vent, comme"
186,Moyen Âge,-1.6013342,6.208128,8.47213595499958,"ruisseaux, pieux, avenel, âge, moyen","gris des maisons rassemblées qu’un reste de remparts du Moyen Âge
cernait çà et là d’un trait aussi parfaitement"
187,rue Saint-Hilaire,-4.4479146,5.171298,5.0,"saint, seigneurs, hilaire, jacques, rue","histoire des premiers
seigneurs de Combray) : rue Saint-Hilaire, rue Saint-Jacques où était la
maison de ma"
188,rue Saint-Jacques,-4.479219,5.2505755,5.414213562373095,"saint, dévotion, aboutissait, rue, jacques","
seigneurs de Combray) : rue Saint-Hilaire, rue Saint-Jacques où était la
maison de ma tante, rue"
189,rue Sainte-Hildegarde,-4.446325,5.2390394,5.732050807568877,"cuirassiers, défilaient, rue, sainte, hildegarde","Saint-Jacques où était la
maison de ma tante, rue Sainte-Hildegarde, où donnait la grille, et rue du
"
190,"rue du
Saint-Esprit",-4.4357615,5.2896066,5.0,"ouvrait, grille, rue, latérale, hildegarde",", rue Sainte-Hildegarde, où donnait la grille, et rue du
Saint-Esprit sur laquelle s’ouvrait la petite porte latérale de son"
191,jardin ,-4.5170107,6.071094,5.0,"jardin, rues, ouvrait, latérale, existent","sur laquelle s’ouvrait la petite porte latérale de son jardin ;
et ces rues de Combray existent dans une"
192,"rue
Saint-Hilaire",-4.28888,5.1356277,5.414213562373095,"familière, mitoyenne, pouvoir, rue, hilaire","moments, il me semble que pouvoir encore traverser la rue
Saint-Hilaire, pouvoir louer une chambre rue de l’Oiseau –"
193,Oiseau,-4.2958674,5.2267637,5.414213562373095,"nymphe, fécondation, spéciaux, hôtellerie, oiseau","
Saint-Hilaire, pouvoir louer une chambre rue de l’Oiseau – à la vieille
hôtellerie de l’Oiseau"
194,Oiseau Flesché,-4.259203,5.1051617,5.414213562373095,"soupiraux, vieille, hôtellerie, flesché, oiseau","Oiseau – à la vieille
hôtellerie de l’Oiseau Flesché, des soupiraux de laquelle montait une odeur de
"
195,"Au-delà plus merveilleusement
surnaturelle",0.379452,7.2554255,5.0,"contact, chaude, merveilleusement, golo, surnaturelle","chaude – serait une entrée en contact avec l’Au-delà plus merveilleusement
surnaturelle que de faire la connaissance de Golo et de causer"
196,"Geneviève
de Brabant",0.41060814,7.2847495,5.0,"causer, brabant, geneviève, golo, 011la","de faire la connaissance de Golo et de causer avec Geneviève
de Brabant.
011La cousine de mon grand-père – ma"
197,Octave,-4.339623,9.572531,8.0,"réclamation, champion, mon, pauvre, octave","depuis la mort de
son mari, mon oncle Octave, n’avait plus voulu quitter, d’abord Combray"
198,Grand-Pré,-4.638327,5.574179,5.0,"opposition, jacques, aboutissait, verdoyant, pré","
la rue Saint-Jacques qui aboutissait beaucoup plus loin au Grand-Pré (par
opposition au Petit-Pré, verdoyant au milieu"
199,Petit-Pré,-4.749056,5.7996674,5.0,"ville, au, opposition, verdoyant, pré","beaucoup plus loin au Grand-Pré (par
opposition au Petit-Pré, verdoyant au milieu de la ville, entre trois"
200,"Ma
tante",-4.0599494,8.87138,5.732050807568877,"thiberzy, sculpté, crèche, contiguës, tante","où il eût sculpté une crèche ou un calvaire. Ma
tante n’habitait plus effectivement que deux chambres contiguës, restant"
201,semaine de Pâques,-4.63175,7.153907,5.414213562373095,"amenait, froids, goûtais, semaine, pâques","surtout par ces premiers matins
encore froids de la semaine de Pâques où je le goûtais mieux parce que je
venais"
202,prie-Dieu,-3.8807766,9.820069,5.414213562373095,"dieu, ficelé, hivernage, revêtus, prie","l’hivernage ; je
faisais quelques pas du prie-Dieu aux fauteuils en velours frappé, toujours
revêtus d’"
203,"Françoise
",-4.8143187,8.876784,9.8309518948453,"douleur, finie, alger, embranchement, françoise","d’un moment, j’entrais l’embrasser ; Françoise
faisait infuser son thé ; ou, si ma"
204,"– charmante
prodigalité du pharmacien ",-5.563763,6.460959,5.0,"préparation, pharmacien, nid, supprimés, confection","la confection d’un nid. Mille petits détails inutiles – charmante
prodigalité du pharmacien – qu’on eût supprimés dans une préparation
factice"
205,Gare,-4.648427,6.503742,5.732050807568877,"tilleuls, casques, modifiées, avenue, gare","tilleuls, comme ceux que je voyais avenue de la Gare, modifiées, justement
parce que c’étaient non"
206,Vierge,-4.437975,5.8786387,5.732050807568877,"sculptée, cierge, défaillante, parées, vierge","où, au-dessous d’une statuette de la Vierge et d’une bouteille de
Vichy-Célestins,"
207,Vichy-Célestins,-4.541285,5.987197,5.0,"vichy, statuette, bouteille, ordonnances, célestins","statuette de la Vierge et d’une bouteille de
Vichy-Célestins, on trouvait des livres de messe et des ordonnances"
208,Vêpres,-0.9164701,5.7766633,5.0,"manquer, pepsine, ni, vêpres, longeait","manquer l’heure ni de la pepsine, ni des Vêpres. De l’autre
côté, son lit longeait"
209,"Léonie
",-4.1794124,8.797821,5.0,"combray, passait, allions, hiver, léonie","avant que nous allions à Combray, quand ma tante Léonie
passait encore l’hiver à Paris chez sa mère,"
210,"Combray
je",-3.8993773,8.745487,5.0,"nous, connaissais, étions, allions, tendue",", mais tendue. Mais depuis que nous allions à Combray
je ne connaissais personne mieux que Françoise, nous étions ses"
211,Julien,-2.8631384,10.247429,5.414213562373095,"nouveaux, françoise, absenter, assimilant, julien","
« N’est-ce pas Françoise, si Julien a été obligé de s’absenter et si vous
"
212,Marguerite,-1.7279477,10.496517,5.0,"vous, journée, toute, absenter, marguerite","été obligé de s’absenter et si vous
avez Marguerite à vous toute seule pour toute la journée, vous"
213,X,-4.506858,9.215889,6.82842712474619,"youpins, hésitons, porteur, mélomanes, collègue","sait tout ; Madame est pire que les rayons X (elle disait x
avec une difficulté affectée et"
214,"Mme Octave
et",-2.866902,10.307583,5.0,"coeur, octave, terme, savant, voient","terme savant), qu’on a fait venir pour Mme Octave
et qui voient ce que vous avez dans le coeur "
215,"Mme Goupil
",-4.1565924,9.450251,5.732050807568877,"quart, fillette, imaginez, retard, goupil"," :
« Françoise, imaginez-vous que Mme Goupil
est passée plus d’un quart d’heure en retard"
216,Mme Imbert,-2.975023,11.221034,5.0,"tôt, auriez, grosses, asperges, imbert","cinq minutes plus tôt, vous
auriez vu passer Mme Imbert qui tenait des asperges deux fois
grosses comme celles"
217,Callot,-4.260816,7.235724,6.0,"doucet, paquin, couturier, couturiers, callot","asperges deux fois
grosses comme celles de la mère Callot ; tâchez donc de savoir par sa
bonne"
218,M. le Curé,-2.3562815,5.2121205,5.414213562373095,"viennent, peu, étonnant, évincé, curé","aurait rien d’étonnant qu’elles viennent de
chez M. le Curé, disait Françoise.
— Ah !"
219,M. le Curé !,-2.6266775,5.2563424,5.0,"répondait, curé, épaules, pousser, haussant","répondait
ma tante en haussant les épaules, chez M. le Curé ! Vous savez bien
qu’il ne fait pousser que"
220,madame Octave,-3.0589912,10.277949,6.645751311064591,"cassé, rentreront, veux, madame, octave","cassé la tête ?
— Non, madame Octave.
— Ah ! ma pauvre fille"
221,le Bon Dieu,-3.8596923,9.90334,6.0,"solide, maguelone, cadeau, bon, dieu","l’ayez
solide votre tête, vous pouvez remercier le Bon Dieu. C’était la Maguelone qui
était venue chercher"
222,Maguelone,-3.8267932,9.982088,5.0,"venue, pouvez, remercier, maguelone, piperaud","vous pouvez remercier le Bon Dieu. C’était la Maguelone qui
était venue chercher le docteur Piperaud. Il"
223,docteur Piperaud,-3.7964394,9.642336,5.0,"venue, suite, maguelone, piperaud, ressorti","C’était la Maguelone qui
était venue chercher le docteur Piperaud. Il est ressorti tout de suite avec
elle"
